GI;ID;Gene.Symbol;BH.Q;ADJ.P;PER;LAG;AMP;ZT0_zsocred_iBAQ;ZT3_zscore_iBAQ;ZT6_zsocred_iBAQ;ZT9_zscore_iBAQ;ZT12_zsocred_iBAQ;ZT15_zscore_iBAQ;ZT18_zsocred_iBAQ;ZT21_zscore_iBAQ;ZT24_zsocred_iBAQ;ZT27_zscore_iBAQ;ZT30_zsocred_iBAQ;ZT33_zscore_iBAQ;ZT36_zsocred_iBAQ;ZT39_zscore_iBAQ;ZT42_zsocred_iBAQ;ZT45_zscore_iBAQ
gi226342951;GeneID:69683;2310044H10Rik;0.898267811;0.049815442;25.8;18.3;0.683392073;0.440944612;-1.059158831;-1.067385447;-0.419835962;1.464576688;-0.616493467;-0.096809801;1.354162208;0.493994771;-0.656171661;-1.133941648;-0.939432936;0.421979108;-0.249278129;0.085600745;1.97724975
gi120952555;GeneID:71923;2310047M10Rik;1;1;22.8;0;0.655498539;-0.51851353;0.97449911;-0.51851353;-0.51851353;-0.51851353;-0.51851353;2.112298859;-0.49423032;-0.746725199;2.072377971;-0.746725199;-0.746725199;-0.746725199;0.180289725;0.661056973;0.073176127
gi33457314;GeneID:66531;2310061C15Rik;1;1;25.8;8.4;1.045902613;-0.709814384;1.277077165;-0.709814384;1.50267948;0.769315276;-0.709814384;-0.709814384;-0.709814384;-0.58992598;2.211760412;-0.58992598;0.150043352;0.587826135;-0.58992598;-0.58992598;-0.58992598
gi158262037;GeneID:69662;2310061I04Rik;1;1;19.8;18.3;0.754922929;-1.42064051;1.082997754;0.325111299;-1.080837001;-0.957049548;0.979545998;0.327887456;0.742984552;-0.673327844;2.025949292;-0.739734789;-0.722549387;0.192748962;0.152224122;0.683863406;-0.919173761
gi242332593;GeneID:66508;2400001E08Rik;1;1;25.8;18.3;0.920207199;-0.824731427;-0.942478894;-0.212408295;-0.646273758;1.913313595;-0.585937257;0.895835821;0.402680215;1.017976294;0.504620838;-1.115473845;-0.938071175;-0.191628322;1.740512025;-0.526609618;-0.491326198
gi21312626;GeneID:71955;2400003C14Rik;1;0.685139985;25.8;11.4;0.090107597;-1.21302442;0.48083312;0.105979711;0.340512071;1.560977811;-1.533164297;-0.28920411;0.547090115;-1.708944231;-0.71265216;-0.305235808;1.345123383;0.587926257;-0.16295109;-0.169410422;1.126144071
gi30794468;GeneID:66404;2410001C21Rik;1;1;22.8;19.8;0.595354239;0.161083933;-0.888825592;-0.69549699;-0.438472126;-0.285941798;2.319540599;-0.210970245;0.039082221;0.29166617;2.011129987;-0.792942594;-0.596102515;-1.136454402;0.684141713;-0.130345663;-0.331092696
gi148276987;GeneID:66975;2410002O22Rik;1;0.241092538;19.8;5.4;0.868496351;0.51703896;0.801266531;0.211556094;-0.346923573;-0.494121545;-1.438299395;-0.915957404;1.665440332;1.054663239;-0.202044143;0.83049066;-0.740213219;-0.41384697;-0.169846718;-1.653474334;1.294271485
gi23346595;GeneID:224904;2410015M20Rik;1;1;25.8;18.3;0.96345234;-0.411136123;-0.975553202;-0.26470524;-1.123612664;1.189938809;0.225782521;-0.358607397;1.717893296;1.078881512;-1.04584623;0.178061714;-0.18870945;-1.479115293;1.329132975;-0.533021845;0.660616617
gi257743021;GeneID:71952;2410016O06Rik;1;1;19.8;18.3;1.278458321;-0.58735999;2.229669967;-0.58735999;-0.58735999;-0.58735999;-0.58735999;0.189863058;0.517266923;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5
gi325995166;GeneID:69709;2410017P09Rik;1;1;0;0;0;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi158937256;GeneID:73694;2410091C18Rik;1;0.685139985;0;0;0;-1.321114886;0.89853019;0.302059906;-0.7656521;1.780810648;-0.382161834;-0.656977564;0.14450564;-0.116066652;0.5266121;2.185554019;-0.481358348;0.014228839;-0.390374276;-1.005135968;-0.733459713
gi31981251;GeneID:66511;2500003M10Rik;1;1;25.8;11.4;0.713004236;-0.886263607;-0.888239812;0.960752349;0.135854903;0.097255833;0.451038595;-1.395125911;1.52472765;0.747794182;1.093526275;-1.308351014;-0.720906644;1.528626823;-0.245358896;-0.639152331;-0.456178394
gi225543561;GeneID:77034;2510039O18Rik;1;1;19.8;6.9;0.787595744;-0.539369292;1.712813774;-0.539369292;1.523401976;-0.539369292;-0.539369292;-0.539369292;-0.539369292;-0.484711687;2.279153224;-0.484711687;0.629116896;-0.484711687;-0.484711687;-0.484711687;-0.484711687
gi145587074;GeneID:72341;2610002I17Rik;1;1;22.8;15.3;0.127364936;-0.533674611;1.887898218;-0.533674611;-0.533674611;-0.533674611;1.31414945;-0.533674611;-0.533674611;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391
gi27229022;GeneID:67028;2610002M06Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi30424579;GeneID:72148;2610019F03Rik;1;1;22.8;0;0.964949392;-0.835261369;0.169807126;-0.835261369;0.607776867;-0.835261369;-0.835261369;0.769159181;1.794302303;-0.807167277;1.195102726;-0.807167277;-0.807167277;-0.807167277;-0.119242165;1.639495036;0.513313509
gi169646352;GeneID:67842;2610027L16Rik;1;1;19.8;3.9;0.7985698;2.1810262;0.520361445;-0.608986797;-0.608986797;-0.608986797;0.34354634;-0.608986797;-0.608986797;0.910876939;1.886186514;-0.675037348;-0.675037348;-0.675037348;0.578123284;-0.675037348;-0.675037348
gi13385810;GeneID:67683;2610029G23Rik;1;0.685139985;22.8;16.8;0.738870197;-0.914501546;-0.056140114;-0.302702822;-1.170733873;0.135602728;1.912333269;0.885245608;-0.48910325;0.238732283;-0.611247342;0.097472104;-0.942840879;-0.418453423;1.90027078;0.829794927;-1.093728451
gi244790037;GeneID:77032;2610029I01Rik;1;0.318262216;25.8;6.9;0.353188508;-0.663690689;-0.757512839;1.99135741;1.109743998;-0.28781668;-0.588723174;-0.266535721;-0.536822304;-0.216391243;0.338126693;-0.227355608;0.017331833;1.953677501;0.39218915;-1.494751009;-0.762827318
gi47498088;GeneID:70420;2610034B18Rik;1;1;0;0;0;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi171460908;GeneID:67958;2610101N10Rik;1;1;19.8;16.8;0.389443738;1.069026148;-0.74297595;-0.924043631;1.863216824;-0.256569061;-0.925888855;-0.204498267;0.121732793;-0.467541006;-0.21207332;-0.755254883;0.074345854;2.235292518;-0.494896741;-0.840661236;0.460788813
gi165905593;GeneID:67157;2610301B20Rik;1;1;19.8;3.9;0.116811659;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.518750023;2.07661625;-0.518750023;-0.518750023;-0.518750023;-0.518750023;-0.518750023;1.035883888
gi226958577;GeneID:219158;2610301G19Rik;1;0.866497296;19.8;13.8;0.631852426;-1.305912854;-0.4555188;-0.520270759;0.373303511;2.023165227;-0.547848426;0.524714363;-0.091632263;-1.447485761;1.655442281;-0.275404936;-0.17108727;1.056007593;0.390931153;-0.778956947;-0.429446113
gi262118187;GeneID:72503;2610507B11Rik;1;0.241092538;22.8;9.9;0.616857736;-0.58338746;-0.58338746;0.710345928;0.01720608;2.189385294;-0.58338746;-0.58338746;-0.58338746;-0.263496519;-0.733766054;0.138602522;1.334996681;1.724961535;-0.733766054;-0.733766054;-0.733766054
gi165932364;GeneID:66497;2610528E23Rik;1;1;0;0;0;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi13386026;GeneID:68045;2700060E02Rik;1;1;25.8;18.3;0.717245465;-0.916286356;0.345901095;0.047657674;-1.582594883;0.148357179;-0.016959634;0.102822587;1.871102339;0.337988577;1.061930586;0.036319947;-0.494263259;0.489610067;1.250648124;-1.105083792;-1.57715025
gi285402250;GeneID:78832;2700078E11Rik;1;0.97585605;25.8;11.4;0.569620739;-0.816076847;-0.816076847;-0.010511473;0.397295752;1.300829892;-0.816076847;-0.816076847;1.576693218;-0.829952438;-0.829952438;-0.23112882;-0.34852563;0.551614145;0.457555078;-0.829952438;2.060342542
gi82546883;GeneID:72657;2700094K13Rik;1;1;25.8;11.4;0.89976751;-0.779998412;0.132990019;0.035970788;1.786267332;-0.779998412;1.164765508;-0.779998412;-0.779998412;-0.69989844;1.001190415;-0.69989844;0.786780528;-0.69989844;1.711521259;-0.69989844;-0.69989844
gi197927090;GeneID:72650;2810006K23Rik;1;1;0;0;0;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi313151233;GeneID:76971;2810007J24Rik;1;1;19.8;8.4;0.346376129;0.540699017;-0.959206496;0.311070263;0.031287627;2.007636999;-1.137834661;-0.239334359;-0.55431839;0.579873485;-0.06446857;-0.405935495;-2.126156959;-0.068563722;0.318419525;1.275413529;0.491418208
gi21313074;GeneID:67217;2810055F11Rik;1;0.133460969;19.8;9.9;0.826280853;-1.65063515;-0.670843765;0.193125683;0.08379645;1.357079256;0.048814737;-0.611544754;1.250207542;-0.099608119;0.773998665;1.964961698;0.282091369;-0.975411906;-0.271996225;-0.728053198;-0.945982283
gi143770878;GeneID:69227;2810407C02Rik;1;0.536288358;25.8;8.4;0.723180036;-0.20196628;0.789445146;0.852084323;-1.111180686;1.025905784;0.66925003;-0.368541425;-1.654996892;0.480262493;-0.496272517;0.779668872;0.042562934;1.637967719;0.062653647;-1.458813103;-1.048030045
gi62510085;GeneID:381406;2810408M09Rik;1;0.318262216;22.8;2.4;0.032250821;0.997093364;2.099453388;-0.516091125;-0.516091125;-0.516091125;-0.516091125;-0.516091125;-0.516091125;1.739547466;1.493827927;-0.538895899;-0.538895899;-0.538895899;-0.538895899;-0.538895899;-0.538895899
gi21312996;GeneID:75620;2810422J05Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi13385020;GeneID:66462;2810428I15Rik;1;1;22.8;2.4;0.679100287;0.053303698;-0.495980628;1.224104826;-1.455153389;0.761825797;0.359189273;-1.302029799;0.854740222;-0.129107981;1.570081991;0.97357486;-1.084083885;0.542406819;0.057224401;-1.307810646;-0.62228556
gi227430284;GeneID:69961;2810432D09Rik;1;1;22.8;16.8;0.655378768;-0.827457839;-0.202183699;-0.536736787;-0.827457839;-0.316210604;2.255539542;0.153340691;0.301166534;-1.43387374;0.974983555;0.471536701;-1.43387374;-0.239894807;1.248098424;0.291596925;0.121426682
gi222418601;GeneID:72792;2810459M11Rik;1;1;22.8;8.4;0.708291707;-1.760906993;0.771113372;0.218758952;-0.277314746;1.28944518;-1.030534329;0.662632776;0.126805789;0.61909189;-0.144255448;0.296895798;-0.484310343;1.663637722;-0.720326066;-1.671136478;0.440402924
gi13385560;GeneID:67267;2900010M23Rik;1;1;25.8;15.3;0.428012322;-1.753835153;0.786759345;-0.176104066;-0.385713786;-0.501349037;1.01543333;-0.307429499;1.322238867;-0.816928328;0.110194284;0.128578468;1.333083458;0.273392982;0.621143878;-1.987898522;0.33843378
gi27370348;GeneID:243219;2900026A02Rik;1;1;25.8;24.3;0.633136327;0.587905395;-0.467849726;-0.372838998;-1.241441998;1.219395194;-1.297885295;1.202980409;0.369735018;1.519082538;-0.416548622;1.653445383;-0.678913883;-0.094639376;-0.678339087;-0.7002507;-0.603836254
gi19526956;GeneID:73024;2900064A13Rik;1;0.097422033;25.8;15.3;0.346279018;-0.374823528;-0.59554608;-0.154061626;-0.115479202;1.474260296;1.300413127;0.076862347;-1.611625334;0.908726731;-0.35634685;-1.523982547;-1.320388299;1.015287823;0.472650886;0.851373626;-0.047321371
gi28077063;GeneID:76482;3110002H16Rik;1;1;19.8;15.3;0.404324968;-0.035055749;-0.496017928;-0.496017928;-0.496017928;2.398980598;0.116164791;-0.496017928;-0.496017928;1.290722234;-0.608792742;-0.608792742;-0.608792742;1.862524088;-0.109328228;-0.608747126;-0.608792742
gi153791468;GeneID:73112;3110003A17Rik;1;1;25.8;24.3;0.863532752;-1.48090945;1.051932405;-0.332465505;-0.193557528;-0.343067395;-0.944550542;1.239226016;1.003391999;0.580998653;-2.270563964;0.364171436;0.959979646;0.049338411;0.300850422;-0.41649633;0.431721726
gi13385576;GeneID:67290;3110040N11Rik;1;1;22.8;11.4;0.090674601;-0.667385729;-0.667385729;1.592336194;-0.667385729;0.274113359;-0.667385729;-0.667385729;1.470479091;-0.539152479;-0.539152479;-0.539152479;-0.539152479;1.508943632;-0.539152479;-0.539152479;1.725971245
gi28077021;GeneID:74347;4632415K11Rik;1;0.156974494;22.8;6.9;0.742220105;-0.423814556;0.11629343;2.083523265;-0.529204506;0.687048815;-0.207007983;-1.163299654;-0.563538811;0.846808896;1.79644183;0.393919613;-0.642237808;-0.036221748;-0.137005667;-1.110852558;-1.110852558
"gi358001091;gi358001093;";"GeneID:97820;GeneID:97820;";4833439L19Rik;1;1;25.8;12.9;0.353338772;-0.561521657;-0.561521657;0.083980391;-0.561521657;-0.561521657;2.285756583;0.43787131;-0.561521657;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391
gi27734092;GeneID:110332;4921523A10Rik;1;1;19.8;5.4;0.120038344;-0.523313245;-0.523313245;1.107642246;-0.523313245;-0.523313245;-0.523313245;-0.523313245;2.032237225;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734
gi147905039;GeneID:382090;4922501C03Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391
gi33695157;GeneID:228602;4930402H24Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391
gi124486626;GeneID:652925;4930420K17Rik;1;0.415393267;25.8;8.4;0.075398822;-0.566740709;-0.353480637;-0.566740709;1.901816669;-0.566740709;1.285367512;-0.566740709;-0.566740709;-0.857774405;0.698918548;-0.857774405;1.701431452;0.248619406;0.782128216;-0.857774405;-0.857774405
gi247494016;GeneID:71643;4930422G04Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi258645154;GeneID:67575;4930430A15Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391
gi225543444;GeneID:76916;4930455C21Rik;1;1;25.8;15.3;1.083386312;-0.354163979;-0.920057693;-1.585662943;1.323609695;0.326935201;0.716902678;-0.46782242;0.960259461;-1.686176792;1.51054846;-0.026943663;-0.510271229;0.516979838;-0.084497448;-0.666119595;0.946480429
gi188497646;GeneID:74919;4930471M23Rik;1;0.070160199;22.8;5.4;0.668953515;-0.637634092;0.83759972;2.042161697;0.308409042;-0.637634092;-0.637634092;-0.637634092;-0.637634092;-0.514344791;0.972583248;2.11347741;-0.514344791;-0.514344791;-0.514344791;-0.514336704;-0.514344791
gi124486602;GeneID:320226;4930473A06Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734
gi166851844;GeneID:71653;4930506M07Rik;1;1;25.8;18.3;0.932963747;-0.382237466;0.267310842;-1.512707634;-0.607193441;1.15347402;-0.902317386;0.910236683;1.073434383;-0.393579693;2.469995785;-0.400153581;-0.415847589;-0.221757498;-0.384741515;-0.318060977;-0.335854933
gi313747468;GeneID:70984;4931406C07Rik;1;1;25.8;8.4;1.086612805;-1.677795879;0.806235757;0.691960151;0.065152558;0.816426314;-0.871043476;0.982410651;-0.813346076;0.448719546;2.154044712;-0.509663612;-1.312581466;-0.13230389;-0.186304117;-0.323747116;-0.138164057
gi282721066;GeneID:231045;4931409K22Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391
gi34850070;GeneID:216622;4931440F15Rik;1;1;0;0;0;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi34147101;GeneID:75721;4932414N04Rik;1;1;0;0;0;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi29244424;GeneID:329366;4932418E24Rik;1;1;19.8;18.3;1.512625108;2.349797208;-0.463827783;-0.463827783;-0.463827783;-0.463827783;0.433169491;-0.463827783;-0.463827783;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5
gi225543434;GeneID:229227;4932438A13Rik;1;1;19.8;8.4;2.22045E-16;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391
gi24418876;GeneID:108654;4933403F05Rik;1;1;22.8;8.4;0.681267409;-0.650925822;1.855638358;-0.650925822;1.178816039;-0.650925822;-0.650925822;0.220174712;-0.650925822;-0.734324968;1.386573188;-0.734324968;1.704235591;-0.030490427;-0.734324968;-0.123018479;-0.734324968
gi261399886;GeneID:192136;5033411D12Rik;1;0.241092538;19.8;0;0.557552768;2.107380997;-0.516878574;-0.70943206;-1.004325124;-0.042620869;-0.659261286;0.374152164;0.450984753;1.579280987;0.217827775;0.00873974;-1.330430903;-0.485079581;1.234868444;-0.31466688;-0.910539584
gi307344699;GeneID:100502841;5430411K18Rik;1;1;22.8;8.4;1.102910023;-1.0604808;0.60838685;0.947502184;-1.0604808;0.815353234;-0.768905226;-0.76351814;1.282142699;-1.044656817;0.984077495;1.249240276;-1.044656817;1.092933794;-1.028145231;-0.190971158;-0.017821542
gi268838948;GeneID:68251;5430437P03Rik;1;1;19.8;16.8;0.497267666;0.758606102;-0.282733608;-0.519408074;0.008231013;1.88183346;-1.500397891;-0.506480897;0.160349895;-0.33998768;0.015036305;-0.541372481;0.458048258;2.235994214;-0.354498868;-1.02881026;-0.444409488
gi31542001;GeneID:66626;5730403B10Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391
gi157838015;GeneID:74741;5730419I09Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391
gi110625765;GeneID:70591;5730455P16Rik;1;1;25.8;8.4;0.654664816;-1.252564248;0.857980811;-0.629543477;0.571846176;1.123519353;0.13245671;-1.490152558;0.686457233;-0.752811298;0.001438741;-0.704748327;-0.106283915;0.211581679;2.036832444;-1.208033272;0.522023948
gi27229101;GeneID:70564;5730469M10Rik;1;1;25.8;24.3;0.794353271;-0.355072856;0.450886644;-1.035247022;-0.5782051;1.455134873;-1.419165736;0.873962879;0.607706318;0.336085026;1.135425071;1.234078678;-1.022285503;0.828001373;-0.44597457;-1.111927834;-0.95340224
gi78354983;GeneID:77011;5730590G19Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391
gi30425310;GeneID:244234;5830411N06Rik;1;1;19.8;13.8;0.706691093;-0.695278748;-0.695278748;0.563273262;-0.695278748;1.56268539;-0.695278748;1.350435085;-0.695278748;-0.609924715;-0.609924715;2.15905284;-0.609924715;0.242934275;-0.609924715;0.64763646;-0.609924715
gi268837283;GeneID:67770;5830433M19Rik;1;1;19.8;18.3;2;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5
gi27228993;GeneID:66674;6330409N04Rik;1;0.866497296;19.8;3.9;0.382234748;-0.44557158;2.366969709;-0.475015738;-0.239311808;-0.634160552;-0.674581699;-0.112904249;0.214575917;-0.083725355;0.958476713;-0.202801164;-1.584419462;-0.325985647;1.509341966;-0.877646127;0.606759076
gi124487179;GeneID:76166;6330545A04Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734
gi113461996;GeneID:76178;6330578E17Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi31324532;GeneID:328092;6530401N04Rik;1;1;25.8;5.4;0.649128726;0.033650936;0.377842092;0.502222915;0.030636635;-0.980018889;1.939133364;-0.763760291;-1.139706761;0.356732445;0.675998963;-0.33507335;0.556329524;-0.591606538;1.689784869;-1.070543319;-1.281622595
gi19527154;GeneID:101314;6720456B07Rik;0.337058833;0.00283368;25.8;19.8;1.018995612;1.230052879;-0.189351557;-0.632166505;-1.8271875;-0.452870491;0.342798585;0.431371852;1.097352736;0.126861322;-0.249820279;-0.45471942;-0.807940777;-0.387073744;0.109711755;-0.671396998;2.33437814
